dataset,contrast,checkpoint,metric,status,estimate,realizations,pointwise_interval,adjusted_interval,order_dispersion,t_sensitivity,interpretation,classification,scientific_admission,pairing_issues
counterfact,primary-vs-matched_update,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-matched_update,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-matched_update,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C1,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C1,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C1,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C2,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C2,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_live_C2,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_LM,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_LM,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_LM,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_literal,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_literal,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-S1_literal,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
mquake,primary-vs-R1_nonlearned,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-R1_nonlearned,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-R1_nonlearned,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_stable,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_stable,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_stable,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-matched_update,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-matched_update,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-matched_update,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_live_C1,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_live_C1,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_live_C1,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
mquake,primary-vs-v0_live_C2,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,"[{""reason"":""DEC-060 option D has no MQuAKE 1000-edit population; 300 cannot substitute""}]"
